image,celeb,role,movie,description
"https://m.media-amazon.com/images/M/MV5BMTc2MDk3MTI1N15BMl5BanBnXkFtZTcwMDM0NjM1Mg@@._V1_UY209_CR1,0,140,209_AL_.jpg",Mamie Gummer,Actress,Ricki and the Flash,"Mamie Gummer was born on August 3, 1983 in New York City, New York, USA as Mary Willa Gummer. She is an actress, known for  (2015),  (2013) and  (2010). She was previously married to ."
"https://m.media-amazon.com/images/M/MV5BMjc4NDc3NDkzMl5BMl5BanBnXkFtZTcwMTAyNTQwMw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Ben Stiller,Producer,Zoolander,"Benjamin Edward Meara Stiller was born on November 30, 1965, in New York City, New York, to legendary comedians  and . His father is of Austrian Jewish and Polish Jewish descent, and his mother was of Irish ancestry (she converted to Judaism).It's not surprising that Ben has ..."
"https://m.media-amazon.com/images/M/MV5BODI2MzM0MTkzM15BMl5BanBnXkFtZTgwMjQxMzgwNTM@._V1_UY209_CR10,0,140,209_AL_.jpg",Sophia Bush,Actress,John Tucker Must Die,"Sophia Bush has captured film and television audiences, alike, with her range of roles and diverse characters She was born on July 8, 1982, in Pasadena, California. She is an only child. Her father, , is a renowned advertising and celebrity photographer, and her mother, Maureen ..."
"https://m.media-amazon.com/images/M/MV5BZGEzNzBhMjgtN2RkNi00Y2NkLTgyYTctMzJjYjhmZmEzMmRmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",Claire Forlani,Actress,Meet Joe Black,"Claire Forlani was born in the United Kingdom and grew up in London. Educated at Arts Educational School, she moved to the United States with her parents Pier Luigi and Barbara Forlani when she was 19 and began starring in films.Claire has had leading roles in such films as  (1998), ..."
"https://m.media-amazon.com/images/M/MV5BODYzOTE3ODc1Ml5BMl5BanBnXkFtZTgwODYwMjE4NTM@._V1_UY209_CR12,0,140,209_AL_.jpg",Toni Collette,Actress,Little Miss Sunshine,"Toni Collette is an Academy Award-nominated Australian actress, best known for her roles in  (1999) and  (2006).Collette was born Toni Collett (she later added an ""e"") on November 1, 1972, in Blacktown, Sydney, New South Wales, Australia. She is the first of three..."
"https://m.media-amazon.com/images/M/MV5BMTkxODc5ODI5OV5BMl5BanBnXkFtZTcwNzExOTUyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Alyson Hannigan,Actress,American Pie,"Alyson Hannigan was born in Washington, D.C., to Emilie (Posner), a real estate agent, and Al Hannigan, a truck driver. She began her acting career in Atlanta at the young age of 4 in commercials sponsoring such companies as McDonald's, Six Flags, and Oreos. She is a seasoned television actress ..."
"https://m.media-amazon.com/images/M/MV5BMjE3MTEwNjkzN15BMl5BanBnXkFtZTgwNDA5OTgwMjI@._V1_UX140_CR0,0,140,209_AL_.jpg",Jessica Parker Kennedy,Actress,In Time,"Jessica Parker Kennedy is a Canadian actress of film and television. Born in Calgary, Alberta her first string of screen work began with the television film,  (2006), as Lucy the Elf, a role she reprises in the television film sequel,  (2009). With a ..."
"https://m.media-amazon.com/images/M/MV5BNzg2MDZlMDEtYjllNi00ZGVkLTlmN2EtMDQyZmNkODBlMGMzXkEyXkFqcGdeQXVyMTcwNTQ1NTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Emma Kenney,Actress,Shameless,"Emma Kenney was born on September 14, 1999 in Manhattan, New York City, New York, USA. She is an actress, known for  (2011),  (2013) and  (2008)."
"https://m.media-amazon.com/images/M/MV5BMTgwMDgzNTMwMV5BMl5BanBnXkFtZTgwODA2OTgxMjE@._V1_UY209_CR4,0,140,209_AL_.jpg",Alice Evans,Actress,The Vampire Diaries,"Alice Jane Evans was born in 1971 to David Evans, a professor of Applied Mathematics at Bristol University and Janet Evans, a teacher of English literature. Alice gained a degree in French and Italian from University College, London, and then moved to Paris where she studied acting at the Cours ..."
"https://m.media-amazon.com/images/M/MV5BMTc5NTIzNjc3Ml5BMl5BanBnXkFtZTYwNjgxNTA2._V1_UY209_CR23,0,140,209_AL_.jpg",Bradley Whitford,Actor,Get Out,"Bradley Whitford's credits in film, television and theater include work with some of the most noted writers, directors and playwrights in the arts, and constitute a career worthy of a Juilliard-trained actor -- which he is. But stardom is something else altogether, and it remained elusive, at least..."
"https://m.media-amazon.com/images/M/MV5BYzk4ZTY3ZGQtYjM4Zi00MGYwLTgwZGYtZDlmYmY0ZjgxMDE2XkEyXkFqcGdeQXVyNzcwOTY0ODg@._V1_UX140_CR0,0,140,209_AL_.jpg",Tara Strong,Actress,Batman: The Killing Joke,"Tara Strong began her acting career at the age of 13 in Toronto, Canada. She landed several TV, film, and musical theater roles as well as her first lead in an animated series as the title role of ""Hello Kitty."" After a short run at Toronto's Second City theater company, she moved to Los Angeles ..."
"https://m.media-amazon.com/images/M/MV5BMTc4NjA1NDI4NF5BMl5BanBnXkFtZTcwMzIwNjQzMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Phoebe Cates,Actress,Gremlins,"Phoebe Belle Cates was born on July 16, 1963 in New York City, New York, and raised there. She is the daughter of Lily and , who was a Broadway producer and television pioneer. Her uncle was director/producer . Phoebe is of Russian Jewish, and one quarter Chinese, descent. ..."
"https://m.media-amazon.com/images/M/MV5BMTU0MTg4MzEyMl5BMl5BanBnXkFtZTcwMzUxMzAyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",B.J. Novak,Actor,The Office,"B.J. Novak was born on July 31, 1979 in Newton, Massachusetts, USA as Benjamin Joseph Manaly Novak. He is an actor and producer, known for  (2005),  (2009) and  (2013)."
"https://m.media-amazon.com/images/M/MV5BNzE2ODE0ODY2M15BMl5BanBnXkFtZTgwNzI1OTcyNjE@._V1_UY209_CR8,0,140,209_AL_.jpg",Tommy Wiseau,Actor,The Room,"Tommy Wiseau is an American actor, director, screenwriter & producer. He trained to be an actor at: American Conservatory Theater, Vince Chase Workshop, Jean Shelton Acting Lab, Laney College and Stella Adler Academy of Acting.In 2001 he wrote, produced, directed and starred in  (2003), a ..."
"https://m.media-amazon.com/images/M/MV5BMTMwNTQ4NDgyMl5BMl5BanBnXkFtZTcwMjI5MjU3MQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Peyton List,Actress,The Tomorrow People,"Peyton List was born on August 8, 1986, in Boston, Massachusetts. She grew up with her older sister Brittany, who works as a model in Germany, and her parents Sherri Anderson and Douglas ""Doug"" List. Peyton studied at the School of American Ballet in New York City and also played there on stage.She..."
"https://m.media-amazon.com/images/M/MV5BMDIwM2I2YTctMzcxYS00OGFkLTgzZGQtMmJjNjBkMGZiOTIwXkEyXkFqcGdeQXVyMjAwNDc2MTQ@._V1_UY209_CR87,0,140,209_AL_.jpg",Tom Hopper,Actor,Black Sails,"English-born Tom Hopper has come a long way in his acting career. A former student of Rose Bruford College where he studied acting, Tom Hopper has become widely known for his involvement in both films and in some of television's highly popular drama series including  (2008) as the strongman ..."
"https://m.media-amazon.com/images/M/MV5BMTY5NzExMTQ5N15BMl5BanBnXkFtZTcwNjY1NDQzOQ@@._V1_UY209_CR38,0,140,209_AL_.jpg",James Wan,Producer,The Conjuring 2,"James Wan (born 26 February 1977) is an Australian film producer, screenwriter and film director of Malaysian Chinese descent. He is widely known for directing the horror film  (2004) and creating Billy the puppet. Wan has also directed  (2007),  (2007),  (2010)..."
"https://m.media-amazon.com/images/M/MV5BMDA5NDc3MzEtMTRlNS00YWYwLWE0MjMtMTQ4MmMyMzU4MWM3L2ltYWdlXkEyXkFqcGdeQXVyODgwMzQ5Ng@@._V1_UY209_CR49,0,140,209_AL_.jpg",Jesse Williams,Actor,The Cabin in the Woods,"Jesse Wesley Williams born August 5, 1981 is an American actor, model, and activist, best known for his role as Dr. Jackson Avery on the ABC Television series Grey's Anatomy. He also appears in the hit 2013 film Lee Daniels' The Butler as real life civil rights leader Rev. James Lawson. Previous ..."
"https://m.media-amazon.com/images/M/MV5BMTc4MDk4MjA0NV5BMl5BanBnXkFtZTgwODM1ODM2MzE@._V1_UY209_CR6,0,140,209_AL_.jpg",Olivia Williams,Actress,The Ghost Writer,"Olivia Williams was born July 26, 1968 in Camden Town, London. She was educated at South Hampstead High School, an independent school for girls in Hampstead, North London, followed by Newnham College at the University of Cambridge. She graduated with a degree in English literature. She went on to ..."
"https://m.media-amazon.com/images/M/MV5BMTY1OTY5NjI5NV5BMl5BanBnXkFtZTcwODA4MjM0OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Aaron Paul,Actor,Breaking Bad,"Aaron Paul was born Aaron Paul Sturtevant in Emmett, Idaho, to Darla (Haynes) and Robert Sturtevant, a retired Baptist minister. While growing up, Paul took part in church programs, and performed in plays.He attended Centennial High School in Boise, Idaho. It was there, in eighth grade, that Aaron ..."
"https://m.media-amazon.com/images/M/MV5BMTc0MzkzOTk0NF5BMl5BanBnXkFtZTcwNjU5NTgzMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Nikolaj Coster-Waldau,Actor,Game of Thrones,"Nikolaj Coster-Waldau was born on July 27, 1970 in Rudkøbing, Denmark. He is an actor and producer, known for  (2011),  (2013) and  (2016). He has been married to  since 1998. They have two children."
"https://m.media-amazon.com/images/M/MV5BN2MwNWY4Y2EtZmViNy00ODgyLThjZTAtNmJjYjgxZDA0OGExXkEyXkFqcGdeQXVyOTYxMTYwMQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",Jeremy Strong,Actor,The Big Short,"Film work includes Molly's Game, Detroit, The Big Short, The Judge, Selma, Parkland, Lincoln, Zero Dark Thirty.Theater work includes A Man For All Seasons on Broadway and extensive work Off Broadway.Jeremy was recipient of the Lincoln Center Theater Annenberg Fellowship. He studied at Yale, The ..."
"https://m.media-amazon.com/images/M/MV5BMTAwNjI1MzkzODNeQTJeQWpwZ15BbWU4MDkxNzIxNTYx._V1_UX140_CR0,0,140,209_AL_.jpg",Pamela Anderson,Actress,Barb Wire,"Pamela Denise Anderson was born on July 1, 1967 in Ladysmith, British Columbia, Canada at 4:08 PST, to young newlywed parents who are still married. During her childhood, she moved to the city of Vancouver with her parents,  and . She has a younger brother Gerry, born ..."
"https://m.media-amazon.com/images/M/MV5BMjE0MjAwOTMzMF5BMl5BanBnXkFtZTcwMDg1MjEyNw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Martin Freeman,Actor,The Hobbit: An Unexpected Journey,"Martin Freeman is an English actor, known for portraying Bilbo Baggins in 's The Hobbit film trilogy, Tim Canterbury in the original UK version of sitcom mockumentary  (2001), Dr. John Watson in the British crime drama  (2010) and Lester Nygaard in the dark ..."
"https://m.media-amazon.com/images/M/MV5BOThlZWVkMjAtNTdjNy00M2E5LWE2YjctOGExOGRkZmNmZDhkXkEyXkFqcGdeQXVyMjMyOTE1NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Sarah Wayne Callies,Actress,Prison Break,"Sarah Wayne Callies has made an indelible impression on audiences worldwide by bringing complex and powerful female characters to life on screen. Callies can currenly be seen starring on USA's critically acclaimed drama series ""Colony"". Callies will make her directorial debut on the show, taking ..."
"https://m.media-amazon.com/images/M/MV5BMTUxNTM4OTgwN15BMl5BanBnXkFtZTcwODMzOTQ2OQ@@._V1_UY209_CR10,0,140,209_AL_.jpg",Erin Moriarty,Actress,Blood Father,"Erin Moriarty was born on June 24, 1994 in New York City, New York, USA. She is an actress, known for  (2016),  (2016) and  (2012)."
"https://m.media-amazon.com/images/M/MV5BZGUwYTU0ZGItZmJiNi00ZTVhLTlmOWYtYmRjYjA3NjNiM2E1XkEyXkFqcGdeQXVyMjEwNTcwMzc@._V1_UX140_CR0,0,140,209_AL_.jpg",Hunter Emery,Actor,Orange Is the New Black,"Hunter Emery was born on February 12, 1986 in Boulder, Colorado, USA as Hunter Wells Emery. He is an actor, known for  (2013),  (2011) and  (2017)."
"https://m.media-amazon.com/images/M/MV5BMTk4NTE2MzczOF5BMl5BanBnXkFtZTYwNTM4MjYz._V1_UY209_CR14,0,140,209_AL_.jpg",Michael Keaton,Actor,Birdman or (The Unexpected Virtue of Ignorance),"Quirky, inventive and handsome American actor Michael Keaton first achieved major fame with his door-busting performance as fast-talking ideas man Bill Blazejowski, alongside a nerdish morgue attendant (), in  (1982). He played further comedic roles in  (1983), ..."
"https://m.media-amazon.com/images/M/MV5BMTgzNTE5NTk1Nl5BMl5BanBnXkFtZTcwMjg0MjcyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Taissa Farmiga,Actress,The Final Girls,"Taissa Farmiga is an American actress, and the younger sister of Academy Award nominee , who is 21 years her senior. She was born in Readington Township, New Jersey, USA, to Ukrainian-born parents Michael and Lubomyra (Spas) Farmiga.Unlike her older sister, Taissa initially had no ..."
"https://m.media-amazon.com/images/M/MV5BODk5ODQ1NTA4NF5BMl5BanBnXkFtZTcwNzU1MzMxMw@@._V1_UY209_CR6,0,140,209_AL_.jpg",Odette Annable,Actress,Cloverfield,"Odette Annable was born Odette Juliette Yustman on 10 May, 1985, in Los Angeles, California. Her mother, Lydia Yustman née Nodarse, is Cuban, and her father, Victor Oscar Yustman, was born in Bogotá, Colombia, of French and Italian descent. Odette started her career with a minor role in the movie ..."
"https://m.media-amazon.com/images/M/MV5BMTMxODMzNjI5Nl5BMl5BanBnXkFtZTYwNTYwODEz._V1_UY209_CR5,0,140,209_AL_.jpg",Shiri Appleby,Actress,The Thirteenth Floor,"Shiri Appleby was born in Los Angeles, California, on December 7, 1978, to Dina (Bouader), a Hebrew School teacher, and Jerry Appleby, a telecommunications executive. She has a brother, Evan. Her father is of Ashkenazi Jewish descent and her mother, who is from Israel, is of Moroccan Sephardi ..."
"https://m.media-amazon.com/images/M/MV5BMjQxOTcyNDEyMV5BMl5BanBnXkFtZTgwMjMzMzYyNTE@._V1_UY209_CR3,0,140,209_AL_.jpg",Marton Csokas,Actor,Æon Flux,"Marton was born in Invercargill, Aotearoa (New Zealand), to Margaret Christine (Rayner), a nurse, and Márton Csókás, a mechanical engineer. His father is Hungarian and his mother is Australian (of English, Irish, and Danish origin). He inherited some of his talents from his father, who was also a ..."
"https://m.media-amazon.com/images/M/MV5BMTU5NTI3Njk2OV5BMl5BanBnXkFtZTgwOTU1NzQ5NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Tika Sumpter,Actress,Southside with You,"Tika Sumpter was born in New York and graduated from Marymount Manhattan College. Sumpter began her career as model, before she landed the role of ""Layla Williamson"" in ABC's daytime soap opera,  (1968) (2005-2010, 2011).After she left the soap, Sumpter won a recurring role in the ..."
"https://m.media-amazon.com/images/M/MV5BMTMyMDkzNjY2Nl5BMl5BanBnXkFtZTcwNTE3MDUwMw@@._V1_UY209_CR12,0,140,209_AL_.jpg",Courtney Ford,Actress,Dexter,"As an actress on the rise, Courtney Ford shines equally bright in both comedic and dramatic roles. Her ability to take on diverse projects has set her career in motion. Currently appearing in one of television's most critically acclaimed dramas, True Blood, Ford has been named one of the ""Top Ten ..."
"https://m.media-amazon.com/images/M/MV5BMTUwNDAyNjc4NF5BMl5BanBnXkFtZTgwNzE1MjYyMTE@._V1_UY209_CR115,0,140,209_AL_.jpg",Arielle Kebbel,Actress,The Grudge 2,"Arielle Kebbel was born in Winter Park, Florida. Her mother, Sheri, is a talent manager and owns a production company. She has German ancestry on her father's side, and German and English heritage on her mother's side. Kebbel graduated from Crenshaw School in Winter Garden. She was a contestant at ..."
"https://m.media-amazon.com/images/M/MV5BMTM2NTQwNTM5MF5BMl5BanBnXkFtZTcwOTIzMTU4Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Gabriella Wilde,Actress,The Three Musketeers,"Gabriella Wilde was born in Basingstoke, Hampshire, England. She is descended from the aristocratic Gough-Calthorpe family. Her mother, Vanessa Mary Teresa (Hubbard), is the former wife of socialite Sir Dai Llewellyn, 4th Baronet. Her father, businessman John Austen Anstruther-Gough-Calthorpe, is a..."
"https://m.media-amazon.com/images/M/MV5BMjA4NTAzODA3OF5BMl5BanBnXkFtZTgwMTA1NjI4MDI@._V1_UY209_CR176,0,140,209_AL_.jpg",Celia Imrie,Actress,The Best Exotic Marigold Hotel,"Celia Diana Savile Imrie is an English actress. She is known for her appearances with Victoria Wood; including Claire in Pat and Margaret (1994), Philippa Moorcroft in Dinnerladies (1998-2000) and playing various characters in the sketch show Victoria Wood As Seen On TV (1985-87), including Miss ..."
"https://m.media-amazon.com/images/M/MV5BMTk5NDhiNTItOGNkNS00ODlhLWI3ZmMtZWFiMzBlYjk5NTU4XkEyXkFqcGdeQXVyMjAwMDkyMDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Michiel Huisman,Actor,The Age of Adaline,"Huisman was born on July 18, 1981 in Amstelveen, Noord-Holland, which is near Amsterdam. Before  (2011), Huisman had a role in Paul Verhoeven's acclaimed  (2006), and he played Rudolf Nureyev in the BBC TV movie  (2009) about prima ballerina Margot Fonteyn. Before he ..."
"https://m.media-amazon.com/images/M/MV5BMjAwMzc5OTEzOF5BMl5BanBnXkFtZTgwMDc5ODU3MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Dina Meyer,Actress,Starship Troopers,"Dina Meyer is an American film and television actress best known for her roles as Barbara Gordon in  (2002), Dizzy Flores in  (1997) and Detective Allison Kerry in the Saw installments. Meyer started acting in 1993, with her first major role playing Lucinda Nicholson ..."
"https://m.media-amazon.com/images/M/MV5BZTZkM2Q4ZWYtZmUxMy00YWViLWI5NjctZjcyYzk2Y2VkODgwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR33,0,140,209_AL_.jpg",Emily Osment,Actress,Hannah Montana: The Movie,"Emily Jordan Osment was born in Los Angeles on March 10th, 1992. She is the younger sister of The Sixth Sense star, Haley Joel Osment. Her father is also an actor of some renown. Following in their footsteps, Emily started her acting career performing in several commercials, including a radio spot ..."
